Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:4:2,165594.80041088982,0,0,4,2,46 66 (46.0:89.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[true-Van]:26 23 (26.0:47.0)[true-Walker]:7 20 (7.0:81.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-Van]:20 11 (20.0:58.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[true-Walker]:23 10 (23.0:50.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:54 11 (54.0:46.0)[true-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:41 3 (41.0:49.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:46::R:City Cargo Bike:2:30::R:City Cargo Bike:4::R:Van:9::R:Walker:26::R:City Cargo Bike:7::R:City Cargo Bike:34::R:City Cargo Bike:11::R:City Cargo Bike:8::R:Van:10:20::R:Walker:33::R:City Cargo Bike:23::R:City Cargo Bike:39::R:City Cargo Bike:6::R:City Cargo Bike:24::R:City Cargo Bike:22::R:City Cargo Bike:14::R:Van:13::R:City Cargo Bike:54::R:City Cargo Bike:15::R:City Cargo Bike:5::R:City Cargo Bike:32::R:City Cargo Bike:16::R:City Cargo Bike:19::R:City Cargo Bike:44::R:City Cargo Bike:21::R:City Cargo Bike:52::R:City Cargo Bike:25::R:City Cargo Bike:27::R:City Cargo Bike:28::R:City Cargo Bike:31::R:City Cargo Bike:36::R:City Cargo Bike:48:37::R:City Cargo Bike:38::R:City Cargo Bike:42::R:City Cargo Bike:43::R:City Cargo Bike:29::R:City Cargo Bike:18::R:City Cargo Bike:12::R:Van:49:50:53:40:45:51:55:41:17::R:City Cargo Bike:35::R:City Cargo Bike:3::R:City Cargo Bike:47:,165594.80041088982,44.0,43270.39293382452,446172.62244972336,2480.0,443692.62244972336,6286.991886789059,NaN,8262.455971291174,801.3035728486022,9.0,5.0,0.0,86.0,24.0,4.0,0.0,72.0,5.0,4.0,0.0,91.0,18.0,5.0,0.0,77.0,AddRoute:CargoBike:simple
0:0:4:3,213052.62835583338,0,0,4,3,2 3 (2.0:94.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:5 4 (5.0:25.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:55 12 (55.0:74.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:,SOL:R:City Cargo Bike:2::R:Van:3:5:17:8:22:11::R:City Cargo Bike:4::R:City Cargo Bike:6::R:City Cargo Bike:7::R:City Cargo Bike:9::R:City Cargo Bike:10::R:City Cargo Bike:12::R:City Cargo Bike:13::R:City Cargo Bike:54::R:City Cargo Bike:14::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:27::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:36::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:40::R:City Cargo Bike:39::R:City Cargo Bike:21::R:City Cargo Bike:41::R:City Cargo Bike:42::R:City Cargo Bike:43::R:City Cargo Bike:44::R:City Cargo Bike:45::R:City Cargo Bike:46::R:City Cargo Bike:47::R:City Cargo Bike:48::R:City Cargo Bike:49::R:City Cargo Bike:50::R:City Cargo Bike:51::R:Van:52:55:53:,213052.62835583338,47.0,46056.86864805234,548343.1151966029,2490.0,545853.1151966029,5860.1442153051585,2219.109444889809,10154.502133270424,852.9049749639322,4.0,0.0,0.0,96.0,17.0,0.0,0.0,83.0,4.0,0.0,0.0,96.0,14.0,0.0,0.0,86.0,CrossOver:simple
0:0:4:4,-1.0,0,0,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:0:0,47233.086395682105,0,1,0,0,29 22 (29.0:60.0)[true-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[true-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:15 11 (15.0:13.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Walker]:14 17 (14.0:65.0)[true-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-Walker]:10 20 (10.0:90.0)[false-Van]:48 7 (48.0:69.0)[false-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-Walker]:23 10 (23.0:50.0)[false-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:20 11 (20.0:58.0)[false-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:18 7 (18.0:14.0)[false-Walker]:,SOL:R:City Cargo Bike::R:City Cargo Bike:29::R:City Cargo Bike:26::R:Van:43:21:38:15:54:55:6::R:Walker:7::R:City Cargo Bike:14::R:Van:32:25:2:10:48:37:31:9::R:City Cargo Bike:27::R:City Cargo Bike:12::R:City Cargo Bike:16::R:City Cargo Bike:22::R:City Cargo Bike:8::R:Walker:4::R:Van:23:24:40:51:52:47:17:13::R:Van:33:34:35:36:11::R:Van:39:44:53:28:41:45:42:5::R:City Cargo Bike:46::R:Van:3:20:30:49:19:50:18:,47233.086395682105,18.0,44699.557261475784,212005.02167120128,1320.0,210685.02167120128,9311.496610728616,NaN,3926.018919837061,827.7695789162182,33.0,11.0,0.0,56.0,80.0,4.0,0.0,17.0,19.0,15.0,0.0,66.0,66.0,5.0,0.0,29.0,RndSwap:simple
0:1:0:1,-1.0,0,1,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:0:2,-1.0,0,1,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:0:3,-1.0,0,1,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:0:4,-1.0,0,1,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:1:0,47963.78156116994,0,1,1,0,29 22 (29.0:60.0)[true-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-City Cargo Bike]:3 12 (3.0:10.0)[false-Walker]:19 21 (19.0:66.0)[true-Walker]:7 20 (7.0:81.0)[false-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Walker]:8 21 (8.0:14.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:17 6 (17.0:57.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:4 25 (4.0:16.0)[false-Walker]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:2 3 (2.0:94.0)[false-Walker]:11 13 (11.0:41.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-City Cargo Bike]:43 14 (43.0:9.0)[true-Van]:38 15 (38.0:21.0)[false-Walker]:20 11 (20.0:58.0)[false-Van]:42 20 (42.0:51.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:10 20 (10.0:90.0)[false-Van]:5 4 (5.0:25.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:30 7 (30.0:58.0)[true-Van]:48 7 (48.0:69.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-Van]:55 12 (55.0:74.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:12 14 (12.0:21.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:29::R:City Cargo Bike:26::R:City Cargo Bike:14::R:Walker:3::R:Walker:19::R:Van:7:21:27:41:31:32:37:6::R:City Cargo Bike:8::R:Van:23:17:24:40:51:25:47:13::R:Walker:4::R:Van:33:34:35:36:2:11::R:City Cargo Bike:22::R:Van:39:44:53:28:45:16::R:City Cargo Bike:46::R:Van:43:38:20:42:54:10:5::R:City Cargo Bike:9::R:City Cargo Bike:15::R:Walker:18::R:Van:30:48:52:49:55:50:12:,47963.78156116994,19.0,45862.65101478653,216540.45576078488,1370.0,215170.45576078488,9322.69289881762,NaN,4010.0084400145347,849.3083521256764,32.0,21.0,0.0,47.0,78.0,7.0,0.0,15.0,19.0,25.0,0.0,56.0,69.0,8.0,0.0,23.0,RndSwap:simple
0:1:1:1,89001.95138813811,0,1,1,1,26 23 (26.0:47.0)[true-Van]:20 11 (20.0:58.0)[false-Van]:54 11 (54.0:46.0)[false-Walker]:38 15 (38.0:21.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-City Cargo Bike]:29 22 (29.0:60.0)[true-City Cargo Bike]:2 3 (2.0:94.0)[false-Walker]:41 3 (41.0:49.0)[true-Van]:44 10 (44.0:84.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-Walker]:53 7 (53.0:96.0)[false-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[true-Walker]:10 20 (10.0:90.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:43 14 (43.0:9.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-Van]:23 10 (23.0:50.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:26:20:54:38:55:49:6::R:City Cargo Bike:7::R:City Cargo Bike:29::R:Walker:2::R:Van:41:44:24:53:30:39:4:9::R:Walker:28::R:City Cargo Bike:10::R:City Cargo Bike:12::R:Van:14:52:34:8:17:32:15::R:City Cargo Bike:16::R:City Cargo Bike:18::R:Van:3:43:11:19:21:5::R:City Cargo Bike:42::R:City Cargo Bike:13::R:City Cargo Bike:35::R:City Cargo Bike:22::R:City Cargo Bike:51:37::R:City Cargo Bike:33::R:City Cargo Bike:25::R:City Cargo Bike:27::R:City Cargo Bike:46::R:City Cargo Bike:45::R:Van:47:23:48:50:40:36:31:,89001.95138813811,24.0,47799.333392796165,303902.16959754634,1620.0,302282.16959754634,9237.340810837039,NaN,5627.817955510117,885.1728406073364,25.0,8.0,0.0,67.0,65.0,4.0,0.0,31.0,11.0,12.0,0.0,78.0,57.0,2.0,0.0,41.0,RndSwap:simple
0:1:1:2,-1.0,0,1,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:1:3,-1.0,0,1,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:1:4,-1.0,0,1,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:1:2:0,72021.77884854442,0,1,2,0,2 3 (2.0:94.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-Van]:13 16 (13.0:41.0)[true-Walker]:29 22 (29.0:60.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[true-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[true-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Van]:18 7 (18.0:14.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[true-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:41 3 (41.0:49.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:30:47:38:32:4:9::R:Walker:13::R:City Cargo Bike:29::R:City Cargo Bike:26::R:City Cargo Bike:7::R:City Cargo Bike:8::R:City Cargo Bike:15::R:Van:10:24:20:44:25:17::R:City Cargo Bike:27::R:Van:33:39:31:5::R:City Cargo Bike:22::R:City Cargo Bike:14::R:Van:54:18:46:6::R:Van:21:52:42:36:12::R:City Cargo Bike:16::R:City Cargo Bike:19::R:City Cargo Bike:28::R:City Cargo Bike:35::R:City Cargo Bike:43::R:City Cargo Bike:23::R:City Cargo Bike:48:37::R:City Cargo Bike:3::R:City Cargo Bike:34::R:Van:49:50:53:40:45:51:55:41:11:,72021.77884854442,25.0,47015.17475124727,268023.0120503318,1740.0,266283.0120503318,8215.040567091706,NaN,4963.389112043182,870.6513842823568,28.0,4.0,0.0,68.0,65.0,2.0,0.0,33.0,13.0,2.0,0.0,85.0,61.0,2.0,0.0,37.0,RndSwap:simple
